Time_s,Voltage_V
0.000846000,0.000210
0.000848000,-0.000370
0.000850000,-0.002020
0.000852000,0.001410
0.000854000,-0.000890
0.000856000,-0.000920
0.000858000,-0.000510
0.000860000,-0.002760
0.000862000,-0.001180
0.000864000,0.000660
0.000866000,-0.002610
0.000868000,-0.002910
0.000870000,-0.001100
0.000872000,-0.000890
0.000874000,0.000130
0.000876000,0.004180
0.000878000,0.002730
0.000880000,-0.003410
0.000882000,0.000020
0.000884000,-0.000290
0.000886000,-0.000760
0.000888000,-0.003570
0.000890000,0.000270
0.000892000,0.000810
0.000894000,-0.000800
0.000896000,0.003150
0.000898000,-0.002390
0.000900000,0.001510
0.000902000,0.000900
0.000904000,0.000480
0.000906000,-0.002270
0.000908000,0.003090
0.000910000,-0.000820
0.000912000,-0.000690
0.000914000,-0.002990
0.000916000,0.000740
0.000918000,-0.000900
0.000920000,-0.001400
0.000922000,-0.000340
0.000924000,0.000600
0.000926000,0.001520
0.000928000,-0.000060
0.000930000,-0.000310
0.000932000,-0.002880
0.000934000,-0.000860
0.000936000,0.001540
0.000938000,-0.001370
0.000940000,-0.000410
0.000942000,-0.003250
0.000944000,0.001730
0.000946000,-0.001280
0.000948000,-0.000150
0.000950000,0.000950
0.000952000,0.001340
0.000954000,0.002190
0.000956000,0.000980
0.000958000,-0.000230
0.000960000,-0.000090
0.000962000,0.000830
0.000964000,0.000960
0.000966000,-0.000600
0.000968000,0.000610
0.000970000,-0.000880
0.000972000,-0.000460
0.000974000,0.002590
0.000976000,0.001680
0.000978000,0.000640
0.000980000,0.001630
0.000982000,-0.001490
0.000984000,-0.002970
0.000986000,-0.003290
0.000988000,-0.000020
0.000990000,0.002640
0.000992000,0.003360
0.000994000,-0.000860
0.000996000,0.002950
0.000998000,0.000360
